agent,perturb_rate,repair_cost,threshold,viability_mean,viability_sem,survival_rate,success_rate,mean_steps,mean_hazard_hits,mean_repairs,mean_self_error,mean_reliability,n
mirror,0.08,10,0.35,46.471111111111114,7.62430001198603,0.3888888888888889,0.3888888888888889,33.9,1.0,0.5444444444444444,1.414682993926151,0.8666778329426204,90
mirror,0.08,10,0.5,48.81555555555556,8.137171979134108,0.4444444444444444,0.4444444444444444,32.22222222222222,1.0444444444444445,0.8888888888888888,1.1230360822600638,0.9321273232196348,90
mirror,0.08,10,0.65,49.64,8.452590528453266,0.4777777777777778,0.4777777777777778,30.18888888888889,1.0222222222222221,1.0555555555555556,1.0619931484053378,0.9522022921517274,90
mirror,0.08,10,0.8,49.64,8.452590528453266,0.4777777777777778,0.4777777777777778,30.18888888888889,1.0222222222222221,1.0555555555555556,1.0619931484053378,0.9522022921517274,90
mirror,0.08,12,0.35,48.96000000000001,7.9297084848172235,0.4222222222222222,0.4111111111111111,32.13333333333333,0.9111111111111111,0.5111111111111111,1.4511166833706508,0.8955584508936633,90
mirror,0.08,12,0.5,50.36333333333333,7.733408150548584,0.45555555555555555,0.45555555555555555,30.122222222222224,0.8333333333333334,0.7777777777777778,1.29235269536295,0.9293734195222423,90
mirror,0.08,12,0.65,50.36333333333333,7.733408150548584,0.45555555555555555,0.45555555555555555,30.122222222222224,0.8333333333333334,0.7777777777777778,1.29235269536295,0.9293734195222423,90
mirror,0.08,12,0.8,50.36333333333333,7.733408150548584,0.45555555555555555,0.45555555555555555,30.122222222222224,0.8333333333333334,0.7777777777777778,1.29235269536295,0.9293734195222423,90
mirror,0.08,15,0.35,42.57222222222222,7.494152823119776,0.36666666666666664,0.36666666666666664,31.466666666666665,0.8555555555555555,0.4,1.6527449705685544,0.8795247139772411,90
mirror,0.08,15,0.5,39.409444444444446,7.599805704792034,0.36666666666666664,0.36666666666666664,30.844444444444445,0.8666666666666667,0.5222222222222223,1.619389112972725,0.8882588555186639,90
mirror,0.08,15,0.65,39.409444444444446,7.599805704792034,0.36666666666666664,0.36666666666666664,30.844444444444445,0.8666666666666667,0.5222222222222223,1.619389112972725,0.8882588555186639,90
mirror,0.08,15,0.8,39.409444444444446,7.599805704792034,0.36666666666666664,0.36666666666666664,30.844444444444445,0.8666666666666667,0.5222222222222223,1.619389112972725,0.8882588555186639,90
mirror,0.12,0,0.35,44.714444444444446,7.451547956236855,0.3888888888888889,0.35555555555555557,37.111111111111114,1.3888888888888888,0.6555555555555556,2.179092894789128,0.8610909935198268,90
mirror,0.12,0,0.5,58.87666666666667,7.943243589780674,0.5111111111111111,0.45555555555555555,37.455555555555556,1.4,1.1777777777777778,1.9423122423787327,0.9141759760941878,90
mirror,0.12,0,0.65,74.66111111111111,8.490187726227136,0.6555555555555556,0.6444444444444445,29.58888888888889,1.2333333333333334,1.3777777777777778,1.6022782375393287,0.955378577027325,90
