agent,condition,seed,final_viability,mean_viability,success_rate,mean_identity_continuity,mean_self_error,final_contamination,mean_contamination,false_identity_adoption,goal_drift_rate,policy_drift_rate,audit_count,repair_count,rejected_claims,final_memory_reliability
naive_memory,control,78025,193.17981998864323,155.1349334852075,0.85,0.9833333333333333,0.21666666666666667,0.06481481481481481,0.04766816676130599,0.0,0.016666666666666666,0.03333333333333333,0,0,0,0.85
naive_memory,control,78026,108.14606470638594,114.55145219682137,0.7,0.9055555555555557,0.3333333333333333,0.06930693069306931,0.0387827941134504,0.08333333333333333,0.0,0.2,0,0,0,0.85
naive_memory,control,78027,133.02351648731937,123.77928771780024,0.7333333333333333,0.961111111111111,0.35,0.06870229007633588,0.04813736260567191,0.016666666666666666,0.1,0.0,0,0,0,0.85
naive_memory,control,78028,134.20283036238962,123.9137251227801,0.75,0.9888888888888889,0.45,0.09565217391304348,0.06414308031341957,0.0,0.016666666666666666,0.016666666666666666,0,0,0,0.85
naive_memory,control,78029,196.2359972012157,145.3547019215462,0.85,0.9666666666666667,0.18333333333333332,0.042735042735042736,0.05220002332320194,0.1,0.0,0.0,0,0,0,0.85
naive_memory,control,78030,166.57497101963745,148.89560097825677,0.8,0.9611111111111111,0.3333333333333333,0.06363636363636363,0.02354190816968821,0.08333333333333333,0.03333333333333333,0.0,0,0,0,0.85
naive_memory,control,78031,88.22276255376109,80.54952122437575,0.6666666666666666,0.9055555555555557,0.38333333333333336,0.0990990990990991,0.08647697871865774,0.06666666666666667,0.16666666666666666,0.05,0,0,0,0.85
naive_memory,control,78032,134.15555318114812,118.87126752334211,0.75,0.9444444444444445,0.26666666666666666,0.08196721311475409,0.09787039015709828,0.0,0.06666666666666667,0.1,0,0,0,0.85
naive_memory,control,78033,157.54306222075425,123.75891910735926,0.8166666666666667,0.9388888888888889,0.31666666666666665,0.09016393442622951,0.09630781482704802,0.03333333333333333,0.11666666666666667,0.03333333333333333,0,0,0,0.85
naive_memory,control,78034,168.95858722533168,149.05201402010934,0.8166666666666667,0.95,0.25,0.07258064516129033,0.06951177312223672,0.016666666666666666,0.13333333333333333,0.0,0,0,0,0.85
naive_memory,control,78035,179.11410480632537,136.2298483896353,0.8333333333333334,0.9500000000000001,0.23333333333333334,0.08333333333333333,0.06071579328062196,0.05,0.1,0.0,0,0,0,0.85
naive_memory,control,78036,214.8115753052968,151.0281368195987,0.8833333333333333,0.9833333333333333,0.11666666666666667,0.05714285714285714,0.06740353912252568,0.05,0.0,0.0,0,0,0,0.85
