condition,episode,agent,viability,success,goal_ok,role_ok,battery_ok,tool_ok,self_error,repair_cost,repairs,contradictions,gated,mean_reliability
high_repair_cost,252,MirrorNeuroSymbolic,42.25,1.0,1.0,1.0,0.0,1.0,1.0,54.0,3,12,11,0.6366176948949965
high_repair_cost,253,NeuralOnly,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0.0
high_repair_cost,253,MemoryOnly,82.8,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,32,0,0.0
high_repair_cost,253,PersistentSelf,82.8,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,32,0,0.0
high_repair_cost,253,MirrorNeuroSymbolic,68.85000000000001,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,8,7,0.7367590445301024
high_repair_cost,254,NeuralOnly,30.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
high_repair_cost,254,MemoryOnly,94.8,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,32,0,0.0
high_repair_cost,254,PersistentSelf,120.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,32,0,0.0
high_repair_cost,254,MirrorNeuroSymbolic,-53.449999999999996,0.0,0.0,1.0,0.0,1.0,1.0,54.0,3,23,23,0.540495319766363
high_repair_cost,255,NeuralOnly,40.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.0
high_repair_cost,255,MemoryOnly,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
high_repair_cost,255,PersistentSelf,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
high_repair_cost,255,MirrorNeuroSymbolic,-8.6,0.0,0.0,1.0,1.0,1.0,0.0,36.0,2,18,16,0.5101693587319895
high_repair_cost,256,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,256,MemoryOnly,120.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,37,0,0.0
high_repair_cost,256,PersistentSelf,120.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,37,0,0.0
high_repair_cost,256,MirrorNeuroSymbolic,67.75,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,15,15,0.6719788636818487
high_repair_cost,257,NeuralOnly,28.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.0
high_repair_cost,257,MemoryOnly,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
high_repair_cost,257,PersistentSelf,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
high_repair_cost,257,MirrorNeuroSymbolic,42.25,1.0,1.0,1.0,0.0,1.0,1.0,54.0,3,12,11,0.6982101194863042
high_repair_cost,258,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
high_repair_cost,258,MemoryOnly,82.3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,37,0,0.0
high_repair_cost,258,PersistentSelf,82.3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,37,0,0.0
high_repair_cost,258,MirrorNeuroSymbolic,67.65,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,16,15,0.621801088863278
high_repair_cost,259,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
high_repair_cost,259,MemoryOnly,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
high_repair_cost,259,PersistentSelf,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
high_repair_cost,259,MirrorNeuroSymbolic,67.94999999999999,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,14,13,0.6051824246875781
high_repair_cost,260,NeuralOnly,66.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0
high_repair_cost,260,MemoryOnly,63.1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,29,0,0.0
high_repair_cost,260,PersistentSelf,63.1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,29,0,0.0
high_repair_cost,260,MirrorNeuroSymbolic,-7.2,0.0,0.0,1.0,1.0,1.0,0.0,36.0,2,8,8,0.6540074497149233
high_repair_cost,261,NeuralOnly,66.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0
high_repair_cost,261,MemoryOnly,121.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,25,0,0.0
high_repair_cost,261,PersistentSelf,121.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,25,0,0.0
high_repair_cost,261,MirrorNeuroSymbolic,68.2,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,13,10,0.6060392136146138
high_repair_cost,262,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,262,MemoryOnly,121.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,22,0,0.0
high_repair_cost,262,PersistentSelf,121.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,22,0,0.0
high_repair_cost,262,MirrorNeuroSymbolic,86.64999999999999,1.0,1.0,1.0,1.0,1.0,0.0,36.0,2,9,9,0.6466233620997219
high_repair_cost,263,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
high_repair_cost,263,MemoryOnly,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
high_repair_cost,263,PersistentSelf,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
high_repair_cost,263,MirrorNeuroSymbolic,-16.55,0.0,1.0,1.0,0.0,0.0,1.0,54.0,3,17,17,0.613722649351926
high_repair_cost,264,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
high_repair_cost,264,MemoryOnly,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
high_repair_cost,264,PersistentSelf,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
high_repair_cost,264,MirrorNeuroSymbolic,68.45,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,11,9,0.615413058911557
high_repair_cost,265,NeuralOnly,28.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.0
high_repair_cost,265,MemoryOnly,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
high_repair_cost,265,PersistentSelf,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
high_repair_cost,265,MirrorNeuroSymbolic,86.4,1.0,1.0,1.0,1.0,1.0,0.0,36.0,2,11,10,0.6190194943854829
high_repair_cost,266,NeuralOnly,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0.0
high_repair_cost,266,MemoryOnly,64.9,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,11,0,0.0
high_repair_cost,266,PersistentSelf,64.9,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,11,0,0.0
high_repair_cost,266,MirrorNeuroSymbolic,86.95,1.0,1.0,1.0,1.0,1.0,0.0,36.0,2,7,7,0.6080599834471896
high_repair_cost,267,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
high_repair_cost,267,MemoryOnly,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
high_repair_cost,267,PersistentSelf,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
high_repair_cost,267,MirrorNeuroSymbolic,42.25,1.0,1.0,1.0,0.0,1.0,1.0,54.0,3,12,11,0.6307406396417524
high_repair_cost,268,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,268,MemoryOnly,95.1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,29,0,0.0
high_repair_cost,268,PersistentSelf,95.1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,29,0,0.0
high_repair_cost,268,MirrorNeuroSymbolic,68.4,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,11,10,0.6792369164062241
high_repair_cost,269,NeuralOnly,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0.0
high_repair_cost,269,MemoryOnly,94.7,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,33,0,0.0
high_repair_cost,269,PersistentSelf,94.7,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,33,0,0.0
high_repair_cost,269,MirrorNeuroSymbolic,42.3,1.0,1.0,1.0,0.0,1.0,1.0,54.0,3,12,10,0.7148625220068964
high_repair_cost,270,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,270,MemoryOnly,81.9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,41,0,0.0
high_repair_cost,270,PersistentSelf,81.9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,41,0,0.0
high_repair_cost,270,MirrorNeuroSymbolic,67.19999999999999,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,19,18,0.6381786340541834
high_repair_cost,271,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,271,MemoryOnly,121.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,22,0,0.0
high_repair_cost,271,PersistentSelf,121.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,22,0,0.0
high_repair_cost,271,MirrorNeuroSymbolic,10.55,0.0,1.0,1.0,1.0,0.0,0.0,54.0,3,10,9,0.6603386333923098
high_repair_cost,272,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,272,MemoryOnly,120.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,31,0,0.0
high_repair_cost,272,PersistentSelf,94.9,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,31,0,0.0
high_repair_cost,272,MirrorNeuroSymbolic,41.449999999999996,1.0,1.0,1.0,0.0,1.0,1.0,54.0,3,17,17,0.6028984937339494
high_repair_cost,273,NeuralOnly,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0.0
high_repair_cost,273,MemoryOnly,37.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,30,0,0.0
high_repair_cost,273,PersistentSelf,37.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,30,0,0.0
high_repair_cost,273,MirrorNeuroSymbolic,42.199999999999996,1.0,1.0,1.0,0.0,1.0,1.0,54.0,3,12,12,0.666177983667591
high_repair_cost,274,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
high_repair_cost,274,MemoryOnly,-1.2000000000000002,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0,32,0,0.0
high_repair_cost,274,PersistentSelf,56.8,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,32,0,0.0
high_repair_cost,274,MirrorNeuroSymbolic,42.150000000000006,1.0,1.0,1.0,0.0,1.0,1.0,54.0,3,13,11,0.6428803493407056
high_repair_cost,275,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,275,MemoryOnly,82.1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,39,0,0.0
high_repair_cost,275,PersistentSelf,82.1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,39,0,0.0
high_repair_cost,275,MirrorNeuroSymbolic,66.9,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,21,20,0.6302976463491847
high_repair_cost,276,NeuralOnly,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0.0
high_repair_cost,276,MemoryOnly,26.3,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,37,0,0.0
high_repair_cost,276,PersistentSelf,26.3,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,37,0,0.0
high_repair_cost,276,MirrorNeuroSymbolic,40.8,1.0,1.0,1.0,0.0,1.0,1.0,54.0,3,22,20,0.5892192184293811
high_repair_cost,277,NeuralOnly,40.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.0
high_repair_cost,277,MemoryOnly,94.9,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,31,0,0.0
high_repair_cost,277,PersistentSelf,94.9,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,31,0,0.0
high_repair_cost,277,MirrorNeuroSymbolic,42.7,1.0,1.0,1.0,0.0,1.0,1.0,54.0,3,9,8,0.7085942046272218
high_repair_cost,278,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
high_repair_cost,278,MemoryOnly,122.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,16,0,0.0
high_repair_cost,278,PersistentSelf,122.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,16,0,0.0
high_repair_cost,278,MirrorNeuroSymbolic,78.2,1.0,1.0,1.0,0.0,1.0,1.0,18.0,1,12,12,0.5308242829514322
high_repair_cost,279,NeuralOnly,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,279,MemoryOnly,96.1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,19,0,0.0
high_repair_cost,279,PersistentSelf,96.1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,19,0,0.0
high_repair_cost,279,MirrorNeuroSymbolic,60.5,1.0,1.0,1.0,0.0,1.0,1.0,36.0,2,10,10,0.6297769896711382
high_repair_cost,280,NeuralOnly,66.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0
high_repair_cost,280,MemoryOnly,95.9,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,21,0,0.0
high_repair_cost,280,PersistentSelf,95.9,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,21,0,0.0
high_repair_cost,280,MirrorNeuroSymbolic,85.75,1.0,1.0,1.0,1.0,1.0,0.0,36.0,2,15,15,0.5382283730391377
high_repair_cost,281,NeuralOnly,28.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.0
high_repair_cost,281,MemoryOnly,63.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,25,0,0.0
high_repair_cost,281,PersistentSelf,121.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,25,0,0.0
high_repair_cost,281,MirrorNeuroSymbolic,10.200000000000001,0.0,1.0,1.0,1.0,0.0,0.0,54.0,3,12,12,0.6195344963945008
high_repair_cost,282,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,282,MemoryOnly,95.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,30,0,0.0
high_repair_cost,282,PersistentSelf,95.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,30,0,0.0
high_repair_cost,282,MirrorNeuroSymbolic,68.25,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,12,11,0.609476466508269
high_repair_cost,283,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,283,MemoryOnly,121.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,29,0,0.0
high_repair_cost,283,PersistentSelf,63.1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,29,0,0.0
high_repair_cost,283,MirrorNeuroSymbolic,68.25,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,12,11,0.6763758304606005
high_repair_cost,284,NeuralOnly,40.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.0
high_repair_cost,284,MemoryOnly,82.9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,31,0,0.0
high_repair_cost,284,PersistentSelf,82.9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,31,0,0.0
high_repair_cost,284,MirrorNeuroSymbolic,67.19999999999999,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,19,18,0.5852326044763221
high_repair_cost,285,NeuralOnly,-66.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.0
high_repair_cost,285,MemoryOnly,62.7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,33,0,0.0
high_repair_cost,285,PersistentSelf,62.7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,33,0,0.0
high_repair_cost,285,MirrorNeuroSymbolic,67.85,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,15,13,0.5954454212383629
high_repair_cost,286,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
high_repair_cost,286,MemoryOnly,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
high_repair_cost,286,PersistentSelf,63.4,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,26,0,0.0
high_repair_cost,286,MirrorNeuroSymbolic,68.25,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,12,11,0.6678598195203678
high_repair_cost,287,NeuralOnly,66.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0
high_repair_cost,287,MemoryOnly,83.9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,21,0,0.0
high_repair_cost,287,PersistentSelf,83.9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,21,0,0.0
high_repair_cost,287,MirrorNeuroSymbolic,42.3,1.0,1.0,1.0,0.0,1.0,1.0,54.0,3,12,10,0.6080244702588165
high_repair_cost,288,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
high_repair_cost,288,MemoryOnly,94.6,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,34,0,0.0
high_repair_cost,288,PersistentSelf,94.6,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,34,0,0.0
high_repair_cost,288,MirrorNeuroSymbolic,67.85,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,15,13,0.6264582454597656
high_repair_cost,289,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
high_repair_cost,289,MemoryOnly,121.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,25,0,0.0
high_repair_cost,289,PersistentSelf,121.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,25,0,0.0
high_repair_cost,289,MirrorNeuroSymbolic,68.5,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,10,10,0.6866974740606897
high_repair_cost,290,NeuralOnly,66.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0
high_repair_cost,290,MemoryOnly,121.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,24,0,0.0
high_repair_cost,290,PersistentSelf,121.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,24,0,0.0
high_repair_cost,290,MirrorNeuroSymbolic,59.9,1.0,1.0,1.0,0.0,1.0,1.0,36.0,2,14,14,0.6249528993606022
high_repair_cost,291,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,291,MemoryOnly,62.2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,38,0,0.0
high_repair_cost,291,PersistentSelf,62.2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,38,0,0.0
high_repair_cost,291,MirrorNeuroSymbolic,29.950000000000003,0.0,1.0,0.0,1.0,1.0,1.0,54.0,3,14,13,0.6275418141994616
high_repair_cost,292,NeuralOnly,66.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0
high_repair_cost,292,MemoryOnly,63.3,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,27,0,0.0
high_repair_cost,292,PersistentSelf,63.3,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,27,0,0.0
high_repair_cost,292,MirrorNeuroSymbolic,42.4,1.0,1.0,1.0,0.0,1.0,1.0,54.0,3,11,10,0.6949956217218975
high_repair_cost,293,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,293,MemoryOnly,63.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,30,0,0.0
high_repair_cost,293,PersistentSelf,95.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,30,0,0.0
high_repair_cost,293,MirrorNeuroSymbolic,42.349999999999994,1.0,1.0,1.0,0.0,1.0,1.0,54.0,3,12,9,0.6527421146226927
high_repair_cost,294,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
high_repair_cost,294,MemoryOnly,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
high_repair_cost,294,PersistentSelf,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
high_repair_cost,294,MirrorNeuroSymbolic,-52.25,0.0,0.0,1.0,0.0,1.0,1.0,54.0,3,16,13,0.5650994830388106
high_repair_cost,295,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,295,MemoryOnly,121.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,28,0,0.0
high_repair_cost,295,PersistentSelf,121.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,28,0,0.0
high_repair_cost,295,MirrorNeuroSymbolic,68.25,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,12,11,0.6455467486315826
high_repair_cost,296,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
high_repair_cost,296,MemoryOnly,119.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,42,0,0.0
high_repair_cost,296,PersistentSelf,119.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,42,0,0.0
high_repair_cost,296,MirrorNeuroSymbolic,41.5,1.0,1.0,1.0,0.0,1.0,1.0,54.0,3,17,16,0.6515720455835943
high_repair_cost,297,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
high_repair_cost,297,MemoryOnly,37.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,25,0,0.0
high_repair_cost,297,PersistentSelf,37.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,25,0,0.0
high_repair_cost,297,MirrorNeuroSymbolic,42.7,1.0,1.0,1.0,0.0,1.0,1.0,54.0,3,9,8,0.6646649038809164
high_repair_cost,298,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
high_repair_cost,298,MemoryOnly,121.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,28,0,0.0
high_repair_cost,298,PersistentSelf,95.2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,28,0,0.0
high_repair_cost,298,MirrorNeuroSymbolic,67.65,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,16,15,0.615111132399645
high_repair_cost,299,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,299,MemoryOnly,120.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,31,0,0.0
high_repair_cost,299,PersistentSelf,120.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,31,0,0.0
high_repair_cost,299,MirrorNeuroSymbolic,86.15,1.0,1.0,1.0,1.0,1.0,0.0,36.0,2,13,11,0.660687519257541
high_repair_cost,300,NeuralOnly,30.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
high_repair_cost,300,MemoryOnly,95.2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,28,0,0.0
high_repair_cost,300,PersistentSelf,95.2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,28,0,0.0
high_repair_cost,300,MirrorNeuroSymbolic,42.5,1.0,1.0,1.0,0.0,1.0,1.0,54.0,3,10,10,0.7008154829201937
high_repair_cost,301,NeuralOnly,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,301,MemoryOnly,94.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,35,0,0.0
high_repair_cost,301,PersistentSelf,94.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,35,0,0.0
high_repair_cost,301,MirrorNeuroSymbolic,85.35000000000001,1.0,1.0,1.0,1.0,1.0,0.0,36.0,2,18,17,0.5961428083118656
high_repair_cost,302,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
high_repair_cost,302,MemoryOnly,121.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,28,0,0.0
high_repair_cost,302,PersistentSelf,95.2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,28,0,0.0
high_repair_cost,302,MirrorNeuroSymbolic,60.4,1.0,1.0,1.0,0.0,1.0,1.0,36.0,2,11,10,0.5766777262687806
high_repair_cost,303,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,303,MemoryOnly,120.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,33,0,0.0
high_repair_cost,303,PersistentSelf,120.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,33,0,0.0
high_repair_cost,303,MirrorNeuroSymbolic,86.85000000000001,1.0,1.0,1.0,1.0,1.0,0.0,36.0,2,8,7,0.7090396893547134
high_repair_cost,304,NeuralOnly,-8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
high_repair_cost,304,MemoryOnly,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
high_repair_cost,304,PersistentSelf,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
high_repair_cost,304,MirrorNeuroSymbolic,67.89999999999999,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,14,14,0.6738799709223231
high_repair_cost,305,NeuralOnly,66.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0
high_repair_cost,305,MemoryOnly,120.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,34,0,0.0
high_repair_cost,305,PersistentSelf,120.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,34,0,0.0
high_repair_cost,305,MirrorNeuroSymbolic,86.4,1.0,1.0,1.0,1.0,1.0,0.0,36.0,2,11,10,0.599513836292181
high_repair_cost,306,NeuralOnly,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0.0
high_repair_cost,306,MemoryOnly,121.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,22,0,0.0
high_repair_cost,306,PersistentSelf,63.8,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,22,0,0.0
high_repair_cost,306,MirrorNeuroSymbolic,68.9,1.0,1.0,1.0,1.0,1.0,0.0,54.0,3,8,6,0.6523617943570882
high_repair_cost,307,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
high_repair_cost,307,MemoryOnly,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
high_repair_cost,307,PersistentSelf,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
