seed,perturbation,agent,steps,survived,energy_final,resources_collected,hazards_hit,calibrations,viability,contradiction_load,reliability_mean,reliability_min
42383,control,D_mirror_reliability,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
42384,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42385,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42386,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.25,0.9998,0.9767
42387,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.1667,0.9998,0.9767
42388,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42389,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42390,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.1667,0.9998,0.9767
42391,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
42392,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42393,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.25,0.9998,0.9767
42394,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.3333,0.9997,0.9767
42395,control,D_mirror_reliability,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
42396,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.5,0.9995,0.9767
42397,control,D_mirror_reliability,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
42398,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
42399,control,D_mirror_reliability,150,1,65.0,9,1,0,315.25,0.0833,0.9999,0.9883
42400,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.1667,0.9998,0.9767
42401,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42402,control,D_mirror_reliability,150,1,23.0,7,5,0,244.75,0.1667,0.9998,0.9767
42403,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.3333,0.9997,0.9767
42404,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.3333,0.9997,0.9767
42405,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.1667,0.9998,0.9767
42406,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42407,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42408,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.1667,0.9998,0.9767
42409,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42410,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42411,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42412,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42413,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42414,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.25,0.9998,0.9767
42415,control,D_mirror_reliability,150,1,24.0,6,5,0,233.0,0.0,1.0,1.0
42416,control,D_mirror_reliability,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
42417,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42418,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.3333,0.9997,0.9767
42419,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42420,control,D_mirror_reliability,150,1,65.0,9,1,0,315.25,0.1667,0.9998,0.9767
42421,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.3333,0.9997,0.9767
42422,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42423,control,D_mirror_reliability,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
42424,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
42425,control,D_mirror_reliability,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
42426,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.3333,0.9997,0.9767
42427,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42428,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.3333,0.9997,0.9767
42429,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42430,control,D_mirror_reliability,150,1,21.0,8,5,0,256.25,0.1667,0.9998,0.9767
42431,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.0833,0.9999,0.9883
42432,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42433,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.5,0.9995,0.9767
42434,control,D_mirror_reliability,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
42435,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.25,0.9998,0.9767
42436,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.3333,0.9997,0.9767
42437,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.25,0.9998,0.9767
42438,control,D_mirror_reliability,150,1,65.0,9,7,0,261.25,0.3333,0.9997,0.9767
42439,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42440,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42441,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
42442,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42443,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.0833,0.9999,0.9883
42444,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42445,control,D_mirror_reliability,150,1,65.0,9,7,0,261.25,0.1667,0.9998,0.9767
42446,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.3333,0.9997,0.9767
42447,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42448,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42449,control,D_mirror_reliability,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
42450,control,D_mirror_reliability,26,0,-4.0,3,6,0,8.0,0.1667,0.9991,0.9767
42451,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
42452,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42453,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42454,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.25,0.9998,0.9767
42455,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42456,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.0833,0.9999,0.9883
42457,control,D_mirror_reliability,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
42458,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42459,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.3333,0.9997,0.9767
42460,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42461,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42462,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42463,control,D_mirror_reliability,150,1,65.0,9,7,0,261.25,0.4167,0.9996,0.9767
42464,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.5,0.9995,0.9767
42465,control,D_mirror_reliability,150,1,65.0,9,9,0,243.25,0.6667,0.9994,0.9767
42466,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42467,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
42468,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
42469,control,D_mirror_reliability,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
42470,control,D_mirror_reliability,150,1,22.0,3,3,0,214.5,0.0,1.0,1.0
42471,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.1667,0.9998,0.9767
42472,control,D_mirror_reliability,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
42473,control,D_mirror_reliability,150,1,65.0,9,7,0,261.25,0.3333,0.9997,0.9767
42474,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
42475,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42476,control,D_mirror_reliability,150,1,24.0,8,10,0,212.0,0.5,0.9995,0.9767
42477,control,D_mirror_reliability,150,1,65.0,9,8,0,252.25,0.3333,0.9997,0.9767
42478,control,D_mirror_reliability,150,1,65.0,9,7,0,261.25,0.1667,0.9998,0.9767
42479,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
42480,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0833,0.9999,0.9883
42481,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.1667,0.9998,0.9767
42482,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.0833,0.9999,0.9883
42483,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
42484,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
42485,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42486,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.5,0.9995,0.9767
42487,control,D_mirror_reliability,150,1,24.0,8,20,0,122.0,0.25,0.9998,0.9767
42488,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.3333,0.9997,0.9767
42489,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.3333,0.9997,0.9767
42490,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.1667,0.9998,0.9767
42491,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42492,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42493,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.3333,0.9997,0.9767
42494,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
42495,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.5833,0.9995,0.9767
42496,control,D_mirror_reliability,150,1,22.0,7,6,0,235.5,0.1667,0.9998,0.9767
42497,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
42498,control,D_mirror_reliability,150,1,65.0,9,8,0,252.25,0.5,0.9995,0.9767
42499,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42500,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42501,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.3333,0.9997,0.9767
42502,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.3333,0.9997,0.9767
42503,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42504,control,D_mirror_reliability,150,1,65.0,9,7,0,261.25,0.5,0.9995,0.9767
42505,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.4167,0.9996,0.9767
42506,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
42507,control,D_mirror_reliability,150,1,65.0,9,7,0,261.25,0.1667,0.9998,0.9767
42508,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.25,0.9998,0.9767
42509,control,D_mirror_reliability,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
42510,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.25,0.9998,0.9767
42511,control,D_mirror_reliability,24,0,-5.0,4,5,0,27.0,0.0,1.0,1.0
42512,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.25,0.9998,0.9767
42513,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42514,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42515,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.3333,0.9997,0.9767
42516,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
42517,control,D_mirror_reliability,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
42518,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
42519,control,D_mirror_reliability,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
42520,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42521,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42522,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42523,control,D_mirror_reliability,150,1,23.0,8,5,0,256.75,0.1667,0.9998,0.9767
42524,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.4167,0.9996,0.9767
42525,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.3333,0.9997,0.9767
42526,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42527,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
42528,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.3333,0.9997,0.9767
42529,control,D_mirror_reliability,150,1,65.0,9,7,0,261.25,0.5,0.9995,0.9767
42530,control,D_mirror_reliability,21,0,-6.0,5,6,0,27.0,0.0,1.0,1.0
42531,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.1667,0.9998,0.9767
42532,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42533,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
42534,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42535,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
42536,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.3333,0.9997,0.9767
42537,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42538,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42539,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42540,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42541,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.3333,0.9997,0.9767
42542,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
42543,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42544,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.5,0.9995,0.9767
42545,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.1667,0.9998,0.9767
42546,control,D_mirror_reliability,150,1,19.0,8,4,0,264.75,0.0,1.0,1.0
42547,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42548,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42549,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0833,0.9999,0.9883
42550,control,D_mirror_reliability,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
42551,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42552,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42553,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
42554,control,D_mirror_reliability,150,1,65.0,9,1,0,315.25,0.0833,0.9999,0.9883
42555,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42556,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
42557,control,D_mirror_reliability,39,0,0.0,8,7,0,72.0,0.3333,0.9988,0.9767
42558,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42559,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.1667,0.9998,0.9767
42560,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42561,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.3333,0.9997,0.9767
42562,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0833,0.9999,0.9883
42563,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.25,0.9998,0.9767
42564,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.1667,0.9998,0.9767
42565,control,D_mirror_reliability,20,0,-6.0,4,5,0,23.0,0.0,1.0,1.0
42566,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
42567,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42568,control,D_mirror_reliability,150,1,24.0,7,15,0,155.0,0.1667,0.9998,0.9767
42569,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.3333,0.9997,0.9767
42570,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.1667,0.9998,0.9767
42571,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.5,0.9995,0.9767
42572,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0833,0.9999,0.9883
42573,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42574,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.25,0.9998,0.9767
42575,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.3333,0.9997,0.9767
42576,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.1667,0.9998,0.9767
42577,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
42578,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42579,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42580,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
42581,control,D_mirror_reliability,150,1,65.0,9,7,0,261.25,0.75,0.9993,0.9767
42582,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42583,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.1667,0.9998,0.9767
42584,control,D_mirror_reliability,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
42585,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42586,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.1667,0.9998,0.9767
42587,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
42588,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42589,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0833,0.9999,0.9883
42590,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.3333,0.9997,0.9767
42591,control,D_mirror_reliability,150,1,65.0,9,9,0,243.25,0.5,0.9995,0.9767
42592,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.3333,0.9997,0.9767
42593,control,D_mirror_reliability,150,1,65.0,9,7,0,261.25,0.1667,0.9998,0.9767
42594,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.1667,0.9998,0.9767
42595,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42596,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.3333,0.9997,0.9767
42597,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42598,control,D_mirror_reliability,150,1,22.0,8,8,0,229.5,0.5,0.9993,0.9533
42599,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.1667,0.9998,0.9767
42600,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.3333,0.9997,0.9767
42601,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.1667,0.9998,0.9767
42602,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42603,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.4167,0.9996,0.9767
42604,control,D_mirror_reliability,150,1,65.0,9,7,0,261.25,0.3333,0.9997,0.9767
42605,control,D_mirror_reliability,150,1,65.0,9,8,0,252.25,0.1667,0.9998,0.9767
42606,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.1667,0.9998,0.9767
42607,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42608,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
42609,control,D_mirror_reliability,35,0,-7.0,8,8,0,59.0,0.1667,0.9993,0.9767
42610,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.3333,0.9997,0.9767
42611,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.3333,0.9997,0.9767
42612,control,D_mirror_reliability,150,1,12.0,3,20,0,59.0,0.0,1.0,1.0
42613,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42614,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.0833,0.9999,0.9883
42615,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.1667,0.9998,0.9767
42616,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42617,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.25,0.9998,0.9767
42618,control,D_mirror_reliability,36,0,-5.0,8,7,0,69.0,0.0,1.0,1.0
42619,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42620,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.3333,0.9997,0.9767
42621,control,D_mirror_reliability,150,1,65.0,9,7,0,261.25,0.4167,0.9996,0.9767
42622,control,D_mirror_reliability,27,0,0.0,4,6,0,21.0,0.1667,0.9991,0.9767
42623,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42624,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.1667,0.9998,0.9767
42625,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0833,0.9999,0.9883
42626,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42627,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.5,0.9995,0.9767
42628,control,D_mirror_reliability,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
42629,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.3333,0.9997,0.9767
42630,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42631,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
42632,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
42633,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
42634,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.3333,0.9997,0.9767
42635,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.1667,0.9998,0.9767
42636,control,D_mirror_reliability,150,1,65.0,9,6,0,270.25,0.5833,0.9995,0.9767
42637,control,D_mirror_reliability,150,1,65.0,9,8,0,252.25,0.3333,0.9997,0.9767
42638,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.0833,0.9999,0.9883
42639,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.1667,0.9998,0.9767
42640,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.3333,0.9997,0.9767
42641,control,D_mirror_reliability,150,1,65.0,9,5,0,279.25,0.1667,0.9998,0.9767
42642,control,D_mirror_reliability,150,1,65.0,9,4,0,288.25,0.1667,0.9998,0.9767
42643,control,D_mirror_reliability,150,1,65.0,9,3,0,297.25,0.1667,0.9998,0.9767
42644,control,D_mirror_reliability,150,1,65.0,9,2,0,306.25,0.25,0.9998,0.9767
112345,sensor_degradation,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
112346,sensor_degradation,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
112347,sensor_degradation,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
112348,sensor_degradation,A_predictor_only,50,0,0.0,7,8,0,62.0,0.0,1.0,1.0
112349,sensor_degradation,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
112350,sensor_degradation,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
112351,sensor_degradation,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
112352,sensor_degradation,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
112353,sensor_degradation,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
112354,sensor_degradation,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
112355,sensor_degradation,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
112356,sensor_degradation,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
112357,sensor_degradation,A_predictor_only,85,0,0.0,7,7,0,106.0,0.0,1.0,1.0
112358,sensor_degradation,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
112359,sensor_degradation,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
112360,sensor_degradation,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
112361,sensor_degradation,A_predictor_only,50,0,0.0,7,7,0,71.0,0.0,1.0,1.0
112362,sensor_degradation,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
112363,sensor_degradation,A_predictor_only,72,0,-3.0,3,8,0,36.0,0.0,1.0,1.0
112364,sensor_degradation,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
112365,sensor_degradation,A_predictor_only,22,0,-5.0,3,5,0,13.0,0.0,1.0,1.0
112366,sensor_degradation,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
112367,sensor_degradation,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
112368,sensor_degradation,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
112369,sensor_degradation,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
112370,sensor_degradation,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
112371,sensor_degradation,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
112372,sensor_degradation,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
112373,sensor_degradation,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
112374,sensor_degradation,A_predictor_only,150,1,65.0,9,9,0,243.25,0.0,1.0,1.0
112375,sensor_degradation,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
112376,sensor_degradation,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
112377,sensor_degradation,A_predictor_only,150,1,22.0,7,8,0,217.5,0.0,1.0,1.0
112378,sensor_degradation,A_predictor_only,47,0,-2.0,9,6,0,101.0,0.0,1.0,1.0
